target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[CH2:0]=[CH:1][CH2:2][C@@H:3]1/[CH:4]=[C:5](\[CH3:6])[CH2:7][C@H:8]([CH3:9])[CH2:10][C@H:11]([O:12][CH3:13])[C@H:14]2[O:15][C@@:16]([OH:17])([C:18](=[O:19])[C:20](=[O:21])[N:22]3[CH2:23][CH2:24][CH2:25][CH2:26][C@H:27]3[C:28](=[O:29])[O:30][C@H:31](/[C:32]([CH3:33])=[CH:34]/[C@@H:35]3[CH2:36][CH2:37][C@@H:38]([OH:39])[C@H:40]([O:41][CH3:42])[CH2:43]3)[C@H:44]([CH3:45])[C@@H:46]([OH:47])[CH2:48][C:49]1=[O:50])[C@H:51]([CH3:52])[CH2:53][C@@H:54]2[O:55][CH3:56],CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[CH3:0][CH2:1][C@@H:2]1/[CH:3]=[C:4](/[CH3:5])[CH2:6][C@H:7]([CH3:8])[CH2:9][C@H:10]([O:11][CH3:12])[C@H:13]2[O:14][C@@:15]([OH:16])([C:17](=[O:18])[C:19](=[O:20])[N:21]3[CH2:22][CH2:23][CH2:24][CH2:25][C@H:26]3[C:27](=[O:28])[O:29][C@H:30](/[C:31]([CH3:32])=[CH:33]/[C@@H:34]3[CH2:35][CH2:36][C@H:37]([Cl:38])[C@H:39]([O:40][CH3:41])[CH2:42]3)[C@H:43]([CH3:44])[C@@H:45]([OH:46])[CH2:47][C:48]1=[O:49])[C@H:50]([CH3:51])[CH2:52][C@@H:53]2[O:54][CH3:55],"([('Alkene', 1, [(0, 1)]), ('Hydroxy', 1, [(39,)])], [])","([('Chloride', 1, [(38,)])], [('C1 alkane', 1, [(0,)])])","[('Alkene', [(0, 1)]), ('Hydroxy', [(39,)])]","defaultdict(<class 'list'>, {'Chloride ([Cl:38])': [(38, 38, 'target molecule')], 'C1 alkane ([CH3:0])': [(0, 2, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,[CH3:0][C@@H:1]1[CH2:2][C@H:3]2[C@@H:4]3[CH2:5][C@H:6]([F:7])[C:8]4=[CH:9][C:10](=[O:11])[CH:12]=[CH:13][C@:14]4([CH3:15])[C@@:16]3([F:17])[C@@H:18]([OH:19])[CH2:20][C@:21]2([CH3:22])[C@@:23]1([O:24][C:25](=[O:26])[c:27]1[cH:28][cH:29][cH:30][o:31]1)[C:32](=[O:33])[S:34][CH2:35][F:36],CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[CH3:0][CH2:1][C:2](=[O:3])[O:4][C@:5]1([C:6](=[O:7])[S:8][CH2:9][F:10])[C@H:11]([CH3:12])[CH2:13][C@H:14]2[C@@H:15]3[CH2:16][C@H:17]([F:18])[C:19]4=[CH:20][C:21](=[O:22])[CH:23]=[CH:24][C@:25]4([CH3:26])[C@@:27]3([F:28])[C@@H:29]([OH:30])[CH2:31][C@:32]12[CH3:33],"([('furan', 1, [(28, 29, 30, 31, 27)])], [])","([], [('C2 alkane', 1, [(0, 1)])])","[('furan', [(28, 29, 30, 31, 27)])]","defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 25, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],[CH3:0][C@@H:1]1[CH2:2][C@H:3]2[C@@H:4]3[CH2:5][CH2:6][C:7]4=[CH:8][C:9](=[O:10])[CH:11]=[CH:12][C@:13]4([CH3:14])[C@@:15]3([F:16])[C@@H:17]([OH:18])[CH2:19][C@:20]2([CH3:21])[C@@:22]1([OH:23])[C:24](=[O:25])[CH2:26][O:27][P:28](=[O:29])([O-:30])[O-:31],CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[CH3:0][C:1](=[O:2])[O:3][CH2:4][C:5](=[O:6])[C@@:7]1([OH:8])[C@@H:9]([CH3:10])[CH2:11][C@H:12]2[C@@H:13]3[CH2:14][CH2:15][C:16]4=[CH:17][C:18](=[O:19])[CH:20]=[CH:21][C@:22]4([CH3:23])[C@@:24]3([F:25])[C@@H:26]([OH:27])[CH2:28][C@:29]12[CH3:30],"([('Phosphoric monoester', 1, [(28, 29, 30, 31, 27, 26)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])","[('Phosphoric monoester', [(28, 29, 30, 31, 27, 26)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH2:4])': [(4, 3, 'Carboxylic ester ([C:1](=[O:2])[O:3])'), (4, 24, 'target molecule')], 'Carboxylic ester ([C:1](=[O:2])[O:3])': [(1, 0, 'C1 alkane ([CH3:0])')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,[CH3:0][O:1][c:2]1[cH:3][c:4]([C@@H:5]2[c:6]3[cH:7][c:8]4[c:9]([cH:10][c:11]3[C@@H:12]([O:13][C@@H:14]3[O:15][C@@H:16]5[CH2:17][O:18][C@@H:19]([CH3:20])[O:21][C@H:22]5[C@H:23]([OH:24])[C@H:25]3[OH:26])[C@H:27]3[CH2:28][O:29][C:30](=[O:31])[C@H:32]23)[O:33][CH2:34][O:35]4)[cH:36][c:37]([O:38][CH3:39])[c:40]1[OH:41],COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,[CH3:0][O:1][c:2]1[cH:3][c:4]([C@@H:5]2[c:6]3[cH:7][c:8]4[c:9]([cH:10][c:11]3[C@@H:12]([O:13][C@@H:14]3[O:15][C@@H:16]5[CH2:17][O:18][CH:19]([c:20]6[cH:21][cH:22][cH:23][s:24]6)[O:25][C@H:26]5[C@H:27]([OH:28])[C@H:29]3[OH:30])[C@H:31]3[CH2:32][O:33][C:34](=[O:35])[C@H:36]23)[O:37][CH2:38][O:39]4)[cH:40][c:41]([O:42][CH3:43])[c:44]1[OH:45],"([], [('C1 alkane', 1, [(20,)])])","([('thiophene', 1, [(21, 22, 23, 24, 20)])], [])","[('C1 alkane', [(20,)])]","defaultdict(<class 'list'>, {'thiophene ([c:20]1[cH:21][cH:22][cH:23][s:24]1)': [(20, 19, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,[CH3:0][NH+:1]([CH3:2])[C@@H:3]1[C:4]([O-:5])=[C:6]([C:7]([NH2:8])=[O:9])[C:10](=[O:11])[C@@:12]2([OH:13])[C:14]([O-:15])=[C:16]3[C:17](=[O:18])[c:19]4[c:20]([O-:21])[cH:22][cH:23][cH:24][c:25]4[C@@:26]([CH3:27])([OH:28])[C@H:29]3[C@H:30]([OH:31])[C@@H:32]12,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,[CH3:0][NH+:1]([CH3:2])[C@@H:3]1[C:4]([O-:5])=[C:6]([C:7]([NH2:8])=[O:9])[C:10](=[O:11])[C@@:12]2([OH:13])[C:14]([O-:15])=[C:16]3[C:17](=[O:18])[c:19]4[c:20]([O-:21])[cH:22][cH:23][cH:24][c:25]4[C@@:26]([CH3:27])([OH:28])[C@H:29]3[CH2:30][C@@H:31]12,"([('Hydroxy', 1, [(31,)])], [])","([], [])","[('Hydroxy', [(31,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,[CH3:0][NH+:1]([CH3:2])[C@@H:3]1[C:4]([O-:5])=[C:6]([C:7]([NH2:8])=[O:9])[C:10](=[O:11])[C@@:12]2([OH:13])[C:14]([O-:15])=[C:16]3[C:17](=[O:18])[c:19]4[c:20]([O-:21])[cH:22][cH:23][cH:24][c:25]4[C@@:26]([CH3:27])([OH:28])[C@H:29]3[C@H:30]([OH:31])[C@@H:32]12,C=C1c2cccc([O-])c2C(=O)C2=C([O-])[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,[CH2:0]=[C:1]1[c:2]2[cH:3][cH:4][cH:5][c:6]([O-:7])[c:8]2[C:9](=[O:10])[C:11]2=[C:12]([O-:13])[C@:14]3([OH:15])[C:16](=[O:17])[C:18]([C:19]([NH2:20])=[O:21])=[C:22]([O-:23])[C@@H:24]([NH+:25]([CH3:26])[CH3:27])[C@@H:28]3[C@@H:29]([OH:30])[C@H:31]12,"([('Hydroxy', 1, [(28,)])], [('C2 alkane', 1, [(26, 27)])])","([('Alkene', 1, [(0, 1)])], [])","[('Hydroxy', [(28,)]), ('C2 alkane', [(26, 27)])]","defaultdict(<class 'list'>, {'Alkene ([CH2:0]=[C:1])': [(1, 25, 'target molecule'), (1, 29, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][C:1]1([CH3:2])[O:3][C@@H:4]2[CH2:5][C@H:6]3[C@@H:7]4[CH2:8][C@H:9]([F:10])[C:11]5=[CH:12][C:13](=[O:14])[CH:15]=[CH:16][C@:17]5([CH3:18])[C@@:19]4([F:20])[C@@H:21]([OH:22])[CH2:23][C@:24]3([CH3:25])[C@:26]2([C:27](=[O:28])[CH2:29][OH:30])[O:31]1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][C:1]1([CH3:2])[O:3][C@@H:4]2[CH2:5][C@H:6]3[C@@H:7]4[CH2:8][CH2:9][C:10]5=[CH:11][C:12](=[O:13])[CH:14]=[CH:15][C@:16]5([CH3:17])[C@@:18]4([F:19])[C@@H:20]([OH:21])[CH2:22][C@:23]3([CH3:24])[C@:25]2([C:26](=[O:27])[CH2:28][OH:29])[O:30]1,"([('Fluoride', 1, [(10,)])], [])","([], [])","[('Fluoride', [(10,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,[CH3:0][C:1]([CH3:2])([CH3:3])[CH2:4][C:5](=[O:6])[O:7][CH2:8][C:9](=[O:10])[C@@:11]12[O:12][C:13]([CH3:14])([CH3:15])[O:16][C@@H:17]1[CH2:18][C@H:19]1[C@@H:20]3[CH2:21][CH2:22][C:23]4=[CH:24][C:25](=[O:26])[CH:27]=[CH:28][C@:29]4([CH3:30])[C@@:31]3([F:32])[C@@H:33]([OH:34])[CH2:35][C@:36]21[CH3:37],CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,[CH3:0][C:1](=[O:2])[O:3][CH2:4][C:5](=[O:6])[C@@:7]12[O:8][C:9]3([CH2:10][CH2:11][CH2:12][CH2:13]3)[O:14][C@@H:15]1[CH2:16][C@H:17]1[C@@H:18]3[CH2:19][CH2:20][C:21]4=[CH:22][C:23](=[O:24])[CH:25]=[CH:26][C@:27]4([CH3:28])[C@@:29]3([F:30])[C@@H:31]([OH:32])[CH2:33][C@:34]21[CH3:35],"([], [('C4 alkane', 1, [(0, 1, 2, 3)]), ('C1 alkane', 2, [(14,), (15,)])])","([], [('C4 alkane', 1, [(10, 11, 12, 13)])])","[('C4 alkane', [(0, 1, 2, 3)]), ('C1 alkane', [(14,), (15,)])]","defaultdict(<class 'list'>, {'C4 alkane ([CH2:10][CH2:11][CH2:12][CH2:13])': [(10, 13, 'target molecule'), (13, 13, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][C:1]1([CH3:2])[O:3][C@@H:4]2[CH2:5][C@H:6]3[C@@H:7]4[CH2:8][C@H:9]([F:10])[C:11]5=[CH:12][C:13](=[O:14])[CH:15]=[CH:16][C@:17]5([CH3:18])[C@H:19]4[C@@H:20]([OH:21])[CH2:22][C@:23]3([CH3:24])[C@:25]2([C:26](=[O:27])[CH2:28][OH:29])[O:30]1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][C:1]1([CH3:2])[O:3][C@@H:4]2[CH2:5][C@H:6]3[C@@H:7]4[CH2:8][CH2:9][C:10]5=[CH:11][C:12](=[O:13])[CH:14]=[CH:15][C@:16]5([CH3:17])[C@H:18]4[C@@H:19]([OH:20])[CH2:21][C@:22]3([CH3:23])[C@:24]2([C:25](=[O:26])[CH2:27][OH:28])[O:29]1,"([('Fluoride', 1, [(10,)])], [])","([], [])","[('Fluoride', [(10,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][C:1]1([CH3:2])[O:3][C@@H:4]2[CH2:5][C@H:6]3[C@@H:7]4[CH2:8][CH2:9][C:10]5=[CH:11][C:12](=[O:13])[CH:14]=[CH:15][C@:16]5([CH3:17])[C@H:18]4[C@@H:19]([OH:20])[CH2:21][C@:22]3([CH3:23])[C@:24]2([C:25](=[O:26])[CH2:27][OH:28])[O:29]1,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[CH3:0][CH2:1][CH2:2][CH:3]1[O:4][C@@H:5]2[CH2:6][C@H:7]3[C@@H:8]4[CH2:9][CH2:10][C:11]5=[CH:12][C:13](=[O:14])[CH:15]=[CH:16][C@:17]5([CH3:18])[C@H:19]4[C@@H:20]([OH:21])[CH2:22][C@:23]3([CH3:24])[C@:25]2([C:26](=[O:27])[CH2:28][OH:29])[O:30]1,"([], [('C1 alkane', 1, [(0,)])])","([], [('C2 alkane', 1, [(0, 1)])])","[('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {'C2 alkane ([CH3:0][CH2:1])': [(1, 2, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[CH3:0][C@:1]12[CH:2]=[CH:3][C:4](=[O:5])[CH:6]=[C:7]1[C@@H:8]([F:9])[CH2:10][C@@H:11]1[C@@H:12]2[C@@H:13]([OH:14])[CH2:15][C@@:16]2([CH3:17])[C@H:18]1[CH2:19][CH2:20][C@:21]2([OH:22])[C:23](=[O:24])[CH2:25][OH:26],C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,[CH3:0][C@H:1]1[CH2:2][C@@H:3]2[C@H:4]([C@@H:5]([OH:6])[CH2:7][C@@:8]3([CH3:9])[C@H:10]2[CH2:11][CH2:12][C@:13]3([OH:14])[C:15](=[O:16])[CH2:17][OH:18])[C@@:19]2([CH3:20])[CH:21]=[CH:22][C:23](=[O:24])[CH:25]=[C:26]12,"([('Fluoride', 1, [(9,)])], [])","([], [('C1 alkane', 1, [(0,)])])","[('Fluoride', [(9,)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 8, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[CH3:0][C@:1]12[CH:2]=[CH:3][C:4](=[O:5])[CH:6]=[C:7]1[CH2:8][CH2:9][C@@H:10]1[C@@H:11]2[C:12](=[O:13])[CH2:14][C@@:15]2([CH3:16])[C@H:17]1[CH2:18][CH2:19][C@:20]2([OH:21])[C:22](=[O:23])[CH2:24][OH:25],C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,[CH3:0][C@H:1]1[CH2:2][C@H:3]2[C@@H:4]3[CH2:5][CH2:6][C:7]4=[CH:8][C:9](=[O:10])[CH:11]=[CH:12][C@:13]4([CH3:14])[C@H:15]3[C:16](=[O:17])[CH2:18][C@:19]2([CH3:20])[C@@:21]1([OH:22])[C:23](=[O:24])[CH2:25][OH:26],"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 19, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]4[C@H:17]3[CH2:18][CH2:19][C@:20]12[CH3:21],C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]4[C@H:18]3[CH2:19][CH2:20][C@:21]12[CH3:22],"([('Phenol', 1, [(13,)])], [])","([('Ether', 1, [(13,)])], [('C1 alkane', 1, [(14,)])])","[('Phenol', [(13,)])]","defaultdict(<class 'list'>, {'Ether ([O:13])': [(13, 12, 'target molecule'), (13, 14, 'C1 alkane ([CH3:14])')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]4[C@H:17]3[CH2:18][CH2:19][C@:20]12[CH3:21],C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([O:13][CH:14]5[CH2:15][CH2:16][CH2:17][CH2:18]5)[cH:19][cH:20][c:21]4[C@H:22]3[CH2:23][CH2:24][C@:25]12[CH3:26],"([('Phenol', 1, [(13,)])], [])","([('Ether', 1, [(13,)])], [('C5 alkane', 1, [(14, 15, 16, 17, 18)])])","[('Phenol', [(13,)])]","defaultdict(<class 'list'>, {'Ether ([O:13])': [(13, 12, 'target molecule'), (13, 14, 'C5 alkane ([CH:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1)')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]4[C@H:18]3[CH2:19][CH2:20][C@:21]12[CH3:22],C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][c:10]4[cH:11][c:12]([O:13][CH:14]5[CH2:15][CH2:16][CH2:17][CH2:18]5)[cH:19][cH:20][c:21]4[C@H:22]3[CH2:23][CH2:24][C@:25]12[CH3:26],"([], [])","([], [('C4 alkane', 1, [(15, 16, 17, 18)])])",[],"defaultdict(<class 'list'>, {'C4 alkane ([CH2:15][CH2:16][CH2:17][CH2:18])': [(15, 14, 'target molecule'), (18, 14, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,[CH3:0][C@:1]12[CH2:2][CH2:3][C@H:4]3[C@@H:5]([CH2:6][CH2:7][C:8]4=[CH:9][C:10](=[O:11])[CH2:12][CH2:13][C@:14]34[CH3:15])[C@@H:16]1[CH2:17][CH2:18][C@@H:19]2[OH:20],CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[CH3:0][C:1](=[O:2])[C@H:3]1[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][C:10]4=[CH:11][C:12](=[O:13])[CH2:14][CH2:15][C@:16]4([CH3:17])[C@H:18]3[CH2:19][CH2:20][C@:21]12[CH3:22],"([('Hydroxy', 1, [(20,)])], [])","([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])","[('Hydroxy', [(20,)])]","defaultdict(<class 'list'>, {'Ketone ([C:1]=[O:2])': [(1, 0, 'C1 alkane ([CH3:0])'), (1, 19, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,[CH3:0][C@:1]12[CH2:2][CH2:3][C@H:4]3[C@@H:5]([CH2:6][CH2:7][C:8]4=[CH:9][C:10](=[O:11])[CH2:12][CH2:13][C@H:14]34)[C@@H:15]1[CH2:16][CH2:17][C@@H:18]2[O:19][C:20](=[O:21])[CH2:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,[CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9](=[O:10])[O:11][C@H:12]1[CH2:13][CH2:14][C@H:15]2[C@@H:16]3[CH2:17][CH2:18][C:19]4=[CH:20][C:21](=[O:22])[CH2:23][CH2:24][C@@H:25]4[C@H:26]3[CH2:27][CH2:28][C@:29]12[CH3:30],"([('Benzene', 1, [(24, 25, 26, 27, 28, 29)])], [])","([], [('C7 alkane', 1, [(0, 1, 2, 3, 4, 5, 6)])])","[('Benzene', [(24, 25, 26, 27, 28, 29)])]","defaultdict(<class 'list'>, {'C7 alkane ([CH3:0][CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6])': [(6, 23, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][C:10]4=[CH:11][C:12](=[O:13])[CH2:14][CH2:15][C@@H:16]4[C@H:17]3[CH2:18][CH2:19][C@:20]12[CH3:21],C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,[CH:0]#[C:1][C@:2]1([OH:3])[CH2:4][CH2:5][C@H:6]2[C@@H:7]3[CH2:8][CH2:9][C:10]4=[CH:11][C:12](=[O:13])[CH2:14][CH2:15][C@@H:16]4[C@H:17]3[CH2:18][CH2:19][C@:20]12[CH2:21][CH3:22],"([], [])","([], [('C1 alkane', 1, [(22,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:22])': [(22, 21, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
