target_smiles,ref_smiles
C#C[C@H]1O[C@H]1C1CC1,C#C[C@H]1O[C@H]1C1CCC1
N#C[C@H]1C[C@H]1C1CC1,N#C[C@H]1C[C@H]1C1CCC1
N#C[C@H]1C[C@H]1[NH+]1CC1,N#C[C@H]1C[C@H]1[NH+]1CCC1
N#C[C@H]1C[N@H+]1C1CC1,N#C[C@H]1C[N@H+]1C1CCC1
N#C[C@H]1N[C@H]1C1CC1,N#C[C@H]1N[C@H]1C1CCC1
N#C[C@H]1O[C@H]1C1CC1,N#C[C@H]1O[C@H]1C1CCC1
O=C[C@H]1C[C@H]1C1CC1,O=C[C@H]1C[C@H]1C1CCC1
O=C[C@H]1C[N@H+]1C1CC1,O=C[C@H]1C[N@H+]1C1CCC1
O=C[C@H]1N[C@H]1C1CC1,O=C[C@H]1N[C@H]1C1CCC1
O=C[C@H]1O[C@H]1C1CC1,O=C[C@H]1O[C@H]1C1CCC1
O=CN1C[C@H]1C1CC1,O=CN1C[C@H]1C1CCC1
O=CN1C[C@H]1[C@H]1CO1,O=CN1C[C@H]1[C@H]1CCO1
CC[C@H]1C[C@H]1C1CC1,CC[C@H]1C[C@H]1C1CCC1
CC[C@H]1C[N@H+]1C1CC1,CC[C@H]1C[N@H+]1C1CCC1
CC[C@H]1O[C@H]1C1CC1,CC[C@H]1O[C@H]1C1CCC1
CC[N@H+]1C[C@H]1C1CC1,CC[N@H+]1C[C@H]1C1CCC1
CC[N@H+]1C[C@H]1[C@H]1CO1,CC[N@H+]1C[C@H]1[C@H]1CCO1
CO[C@H]1C[C@H]1C1CC1,CO[C@H]1C[C@H]1C1CCC1
OC[C@H]1C[C@H]1C1CC1,OC[C@H]1C[C@H]1C1CCC1
OC[C@H]1C[N@H+]1C1CC1,OC[C@H]1C[N@H+]1C1CCC1
OC[C@H]1N[C@H]1C1CC1,OC[C@H]1N[C@H]1C1CCC1
OC[C@H]1O[C@H]1C1CC1,OC[C@H]1O[C@H]1C1CCC1
C1=C(C2CC2)CCC1,C1=C(C2CCC2)CCC1
C1=C(C2CC2)CCC1,C1=C(C2CC2)CCCC1
C1=C(C2CC2)CCC1,C1=C2CC[C@@H]2CCCC1
C1=C(C2CC2)CCC1,C1=C2CCC[C@H]2CCC1
C1=C(C2CC2)COC1,C1=C(C2CCC2)COC1
C1COC(C2CC2)=N1,C1CC(C2=NCCO2)C1
C1COC(C2CC2)=N1,C1CN=C(C2CC2)OC1
C1COC(N2CC2)=N1,C1CN(C2=NCCO2)C1
C1COC(N2CC2)=N1,C1CN=C(N2CC2)OC1
C1=C([C@H]2CN2)CCC1,C1=C([C@H]2CN2)CCCC1
C1COC([C@H]2CN2)=N1,C1CN=C([C@H]2CN2)OC1
C1=C([C@H]2CO2)CCC1,C1=C([C@H]2CO2)CCCC1
C1COC([C@H]2CO2)=N1,C1COC([C@H]2CCO2)=N1
C1COC([C@H]2CO2)=N1,C1CN=C([C@H]2CO2)OC1
C1=CCC(C2CC2)C1,C1=CCC(C2CCC2)C1
[CH+]1[NH2+]C[C@H](C2CC2)O1,[CH+]1[NH2+]C[C@H](C2CCC2)O1
[CH+]1[NH2+]C[C@H]([C@H]2CO2)O1,[CH+]1[NH2+]C[C@H]([C@H]2CCO2)O1
C1=C[C@@H](C2CC2)CC1,C1=CC(C2CCC2)CC1
C1=C[C@@H](C2CC2)CC1,C1=C[C@@H](C2CCC2)CC1
C1=C[C@@H](C2CC2)CC1,C1=C[C@H]2CCC[C@@H]2CC1
[CH+]1[NH2+][C@@H](C2CC2)CO1,[CH+]1[NH2+][C@@H](C2CCC2)CO1
C1=C[C@@H](C2CC2)OC1,C1=C[C@@H](C2CCC2)OC1
C1=C[C@@H]([NH+]2CC2)CC1,C1=C[C@@H]([NH+]2CC2)CCC1
C1=C[C@@H]([C@H]2CO2)CC1,C1=C[C@@H]([C@H]2CO2)CCC1
[CH+]1[NH2+][C@@H]([C@H]2CO2)CO1,[CH+]1[NH2+][C@@H]([C@H]2CCO2)CO1
C1CCC(C2CC2)C1,C1CCC(C2CCC2)C1
C1CCC(C2CC2)C1,C1CCC(C2CC2)CC1
C1CCC(C2CC2)C1,C1CC[C@H]2CCC[C@@H]2C1
C1CCC(C2CC2)C1,C1CC[C@@H]2CC[C@@H]2CC1
C1CO[C@@H](C2CC2)C1,C1CC([C@H]2CCCO2)C1
C1CO[C@@H](C2CC2)C1,C1CC[C@H](C2CC2)OC1
C1CO[C@@H](C2CC2)C1,C1CO[C@H]2CCC[C@@H]2C1
C1C[C@H](C2CC2)CO1,C1CC([C@H]2CCOC2)C1
C1C[C@H](C2CC2)CO1,C1C[C@H](C2COC2)CO1
C1C[C@H](C2CC2)CO1,C1C[C@@H]2CCOC[C@H]2C1
C1C[C@H](C2CC2)CO1,C1C[C@H]2COC[C@@H]2CO1
C1OC[C@H](C2CC2)O1,C1CC([C@H]2COCO2)C1
C1COC(C2CC2)O1,C1CC(C2OCCO2)C1
C1COC(C2CC2)O1,C1COC(C2CC2)OC1
C1C[C@H]([NH+]2CC2)CO1,C1COC[C@@H]([NH+]2CC2)C1
C1C[C@H]([NH+]2CC2)CO1,C1CC([NH+]2CC2)CCO1
C1CO[C@@H]([C@H]2CN2)C1,C1CC[C@H]([C@H]2CN2)OC1
C1COC([C@H]2CN2)O1,C1COC([C@H]2CN2)OC1
C1CCC([C@H]2CO2)C1,C1CCC([C@H]2CO2)CC1
C1CO[C@@H]([C@H]2CO2)C1,C1CO[C@@H]([C@H]2CCO2)C1
C1CO[C@@H]([C@H]2CO2)C1,C1CC[C@H]([C@H]2CO2)OC1
C1CO[C@@H]([C@H]2CO2)C1,C1CO[C@H]2CCO[C@@H]2C1
C1CO[C@@H]([C@H]2CO2)C1,C1CC[C@@H]2OC[C@@H]2OC1
C1C[C@H]([C@H]2CO2)CO1,C1C[C@H]([C@H]2CCO2)CO1
C1C[C@H]([C@H]2CO2)CO1,C1CC([C@H]2CO2)CCO1
C1C[C@H]([C@H]2CO2)CO1,C1C[C@H]2OCC[C@@H]2CO1
C1OC[C@H]([C@H]2CO2)O1,C1C[C@H]([C@H]2COCO2)O1
C1COC([C@H]2CO2)O1,C1COC([C@H]2CO2)OC1
C[C@@H]1[C@H](C)[C@@H]1C1CC1,C[C@@H]1[C@H](C)[C@@H]1C1CCC1
C[C@@H]1[C@H](C)[N@@H+]1C1CC1,C[C@@H]1[C@H](C)[N@@H+]1C1CCC1
C[C@H]1[C@@H](C2CC2)[N@H+]1C,C[C@H]1[C@@H](C2CCC2)[N@H+]1C
C[C@H]1[C@@H](O)[C@H]1C1CC1,C[C@H]1[C@@H](O)[C@H]1C1CCC1
O[C@@H]1[C@H](O)[C@@H]1C1CC1,O[C@@H]1[C@H](O)[C@@H]1C1CCC1
C1CC1[C@@]12CC[C@@H]1C2,C1CC([C@@]23CC[C@@H]2C3)C1
C1CC1[C@@]12CC[C@@H]1C2,C1C[C@@H]2CC[C@@]23C[C@H]3C1
C1CC1[C@]12C[C@H]1CO2,C1CC([C@]23C[C@H]2CO3)C1
C1CC1[C@@]12CO[C@@H]1C2,C1CC([C@@]23CO[C@@H]2C3)C1
C1CC1[C@]12CC[C@H]1O2,C1CC([C@]23CC[C@H]2O3)C1
C1CC1[C@]12CC[C@H]1O2,C1C[C@H]2O[C@@]2(C2CC2)C1
C1C[C@@]2([NH+]3CC3)C[C@@H]12,C1C[C@@H]2C[C@]2([NH+]2CC2)C1
C1C[NH+]1[C@@]12CO[C@@H]1C2,C1C[NH+]([C@@]23CO[C@@H]2C3)C1
C1N[C@H]1[C@]12CC[C@H]1N2,C1C[C@H]2N[C@@]2([C@H]2CN2)C1
C1N[C@H]1[C@]12CC[C@H]1O2,C1C[C@H]2O[C@@]2([C@H]2CN2)C1
C1C[C@@]2([C@H]3CO3)C[C@@H]12,C1C[C@@H]2C[C@]2([C@H]2CO2)C1
C1C[C@@]2([C@H]3CO3)C[C@@H]12,C1O[C@H]1[C@]12CC[C@H]1CC2
C1C[C@]2([C@H]3CO3)N[C@H]12,C1C[C@H]([C@]23CC[C@H]2N3)O1
C1C[C@]2([C@H]3CO3)N[C@H]12,C1C[C@H]2N[C@@]2([C@H]2CO2)C1
C1O[C@H]1[C@]12CC[C@H]1O2,C1C[C@H]2O[C@@]2([C@H]2CO2)C1
C1O[C@H]1[C@@]12CC[N@@H+]1C2,C1C[N@@H+]2C[C@]2([C@H]2CO2)C1
O=C(C1CC1)C1CC1,O=C(C1CCC1)C1CC1
O=C(C1CC1)[C@H]1CN1,O=C(C1CCC1)[C@H]1CN1
O=C(C1CC1)[C@H]1CO1,O=C(C1CCC1)[C@H]1CO1
O=C(C1CC1)N1CC1,O=C(C1CC1)N1CCC1
O=C(C1CC1)N1CC1,O=C(C1CCC1)N1CC1
O=C([C@H]1CN1)N1CC1,O=C([C@H]1CN1)N1CCC1
O=C([C@H]1CO1)[C@H]1CO1,O=C([C@H]1CCO1)[C@H]1CO1
O=C([C@H]1CO1)N1CC1,O=C([C@H]1CO1)N1CCC1
O=C(N1CC1)N1CC1,O=C(N1CCC1)N1CC1
CC(C1CC1)C1CC1,C[C@H](C1CCC1)C1CC1
C[C@@H](C1CC1)[C@H]1CO1,C[C@H](C1CCC1)[C@H]1CO1
CC([C@H]1CO1)[C@H]1CO1,C[C@H]([C@H]1CCO1)[C@H]1CO1
OC(C1CC1)C1CC1,O[C@H](C1CCC1)C1CC1
O[C@@H](C1CC1)[C@H]1CN1,O[C@H](C1CCC1)[C@H]1CN1
O[C@@H](C1CC1)[C@H]1CO1,O[C@H](C1CCC1)[C@H]1CO1
OC([C@H]1CO1)[C@H]1CO1,O[C@H]([C@H]1CCO1)[C@H]1CO1
C1CC1[C@H]1C[C@H]2C[C@H]21,C1[C@@H]2[C@H]3CC[C@H](CC3)[C@H]12
C1CC1[C@H]1C[C@H]2C[C@H]21,C1CC([C@H]2C[C@@H]3C[C@@H]32)C1
C1CC1[C@H]1C[C@H]2C[C@H]21,C1C[C@@H]2C[C@@H]3[C@H]1CC[C@H]23
C1CC1[C@H]1C[C@H]2C[C@H]21,C1C[C@@H]2C[C@@H]2[C@@H]2CC[C@H]12
C1CC1[C@H]1C[C@H]2C[C@H]21,C1CC1[C@H]1C[C@H]1C1CC1
C1CC1[C@H]1C[C@H]2C[C@H]21,C1CC1[C@H]1C[C@H]2CC[C@H]21
C1CC1[C@H]1C[C@H]2C[C@H]21,C1CC1[C@H]1CC[C@H]2C[C@H]21
C1CC1[C@H]1C[C@H]2O[C@@H]12,C1CC([C@H]2C[C@H]3O[C@@H]23)C1
C1CC1[C@H]1O[C@H]2C[C@H]21,C1CC([C@H]2O[C@@H]3C[C@H]23)C1
C1O[C@H]1[C@H]1C[C@H]2O[C@@H]12,C1[C@H]2[C@@H]([C@H]3CO3)O[C@@H]12
C1C[C@H]2C[C@H]3C[C@@H]1[C@H]32,C1CC1[C@H]1[C@H]2C[C@@H]1C2
C1C[C@H]2C[C@H]3C[C@@H]1[C@H]32,C1C[C@@H]2C[C@@H]3C[C@H](C1)[C@@H]32
C1C[C@H]2C[C@H]3C[C@@H]1[C@H]32,C1C[C@@H]2C[C@@H]3CC[C@H]1[C@H]23
C1C[C@H]2C[C@H]3C[C@@H]1[C@H]32,C1CC1[C@H]1[C@@H]2CC[C@H]1C2
C1O[C@@H]2C[C@@H]3C[C@H]1[C@@H]32,C1O[C@H]1[C@H]1[C@H]2C[C@@H]1C2
C1O[C@@H]2C[C@@H]3C[C@H]1[C@@H]32,C1CC1[C@H]1[C@@H]2CO[C@H]1C2
C1O[C@@H]2C[C@@H]3C[C@H]1[C@@H]32,C1O[C@H]2C[C@@H]1[C@@H]2[C@H]1CO1
C1C[C@H]2O[C@H]3C[C@@H]1[C@H]32,C1C[C@@H]2C[C@@H]3O[C@H](C1)[C@H]23
C1C[C@H]2O[C@H]3C[C@@H]1[C@H]32,C1C[C@@H]2O[C@@H]3CC[C@H]1[C@H]23
C1C[C@H]2O[C@H]3C[C@@H]1[C@H]32,C1CC1[C@@H]1[C@@H]2CC[C@H]1O2
C1C[N@H+]2C[C@H]3O[C@@H]1[C@H]32,C1C[C@@H]2O[C@@H]3C[N@H+](C1)[C@H]23
C1C[C@H]2[C@H]3O[C@@H]([NH2+]1)[C@@H]23,C1C[NH2+][C@H]2O[C@H]3[C@@H](C1)[C@H]32
C1C[N@@H+]2[C@@H]3[C@@H](C[C@@H]32)O1,C1CO[C@@H]2C[C@H]3[C@@H]2[N@H+]3C1
C1C[C@H]2C[C@H]3[C@@H](C1)[C@@H]23,C1CC[C@@H]2[C@@H]3C[C@H](C1)[C@H]23
C1C[C@@H]2[C@@H]3C[C@H](O1)[C@H]23,C1CO[C@H]2C[C@H]3[C@@H](C1)[C@H]32
C1C[C@H]2C[C@H]3[C@@H](O1)[C@@H]23,C1CO[C@@H]2[C@@H]3C[C@H](C1)[C@@H]32
C1C[C@@H]2[C@@H]3[C@@H](C[N@@H+]32)O1,C1CO[C@@H]2C[N@H+]3[C@@H]2[C@H]3C1
C1C[C@H]2[C@H]3O[C@@H](C1)[C@@H]23,C1CC[C@H]2O[C@H]3[C@@H](C1)[C@H]32
C1C[C@H]2O[C@H]3[C@@H](O1)[C@H]32,C1CO[C@H]2[C@H]3O[C@@H](C1)[C@H]32
C1=C[C@@H]2CC[C@@H]3[C@H]1[C@@H]32,C1=C[C@H]2CCC[C@H]3[C@@H]1[C@H]32
C1C[C@@H]2[C@@H]3CC[C@H]1[C@H]23,C1CC1[C@@H]1[C@@H]2CC[C@@H]21
C1C[C@@H]2[C@@H]3CC[C@H]1[C@H]23,C1CC([C@@H]2[C@@H]3CC[C@@H]32)C1
C1C[C@@H]2[C@@H]3CC[C@H]1[C@H]23,C1C[C@@H]2[C@H](C1)[C@@H]2C1CC1
C1C[C@@H]2[C@@H]3CC[C@H]1[C@H]23,C1C[C@@H]2CC[C@@H]3[C@H](C1)[C@H]23
C1C[C@@H]2[C@@H]3OC[C@H]1[C@H]23,C1C[C@H]2CO[C@H]3[C@@H](C1)[C@@H]23
C1C[C@H]2OC[C@H]3[C@@H]1[C@H]32,C1C[C@H]2[C@@H]1[C@H]2[C@H]1CO1
C1C[C@H]2OC[C@H]3[C@@H]1[C@H]32,C1C[C@H]2[C@H]3CO[C@@H](C1)[C@H]32
C1C[N@@H+]2[C@@H]3[C@H]1OC[C@@H]32,C1C[C@@H]2OC[C@H]3[C@@H]2[N@H+]3C1
C1O[C@H]2CO[C@H]3[C@@H]1[C@H]32,C1O[C@@H]2[C@H]1[C@@H]2[C@H]1CO1
C1O[C@H]2OC[C@H]3[C@@H]1[C@@H]23,C1C[C@H]2[C@H]3CO[C@@H](O1)[C@H]32
C1=CC2C3C4C1C4C23,C1=CC2C3C1C1C2C31
C1C[C@H]2[C@H]3[C@H]4[C@@H]1[C@H]4[C@@H]23,C1C[C@H]2[C@H]3[C@@H]1[C@H]1[C@@H]2[C@@H]31
C1O[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]4[C@H]23,C1O[C@H]2[C@H]3[C@H]4[C@@H]1[C@@H]2[C@H]43
C1C[C@@H]2[C@@H]3[C@H]1[C@H]1[C@@H]3[N@H+]12,C1C[C@H]2[C@@H]3[C@@H]4[C@H]2[N@@H+]4[C@@H]3C1
C1C[C@H]2[C@H]3[C@@H]1[C@H]1[C@@H]2[N@@H+]31,C1C[C@@H]2[C@@H]3[C@H](C1)[C@@H]1[C@H]2[N@H+]31
C1[C@@H]2[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,C1[C@@H]2[C@H]3C[C@@H]2[C@H]2[C@@H]1[C@@H]32
C1[C@@H]2[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,C1C[C@H]2[C@@H]1[C@H]1[C@H]3C[C@H]3[C@@H]21
C1[C@@H]2[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,C1C[C@@H]2[C@@H]3[C@H]4C[C@H]([C@@H]14)[C@H]23
C1[C@@H]2[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,C1C[C@H]2[C@H]3C[C@H]4[C@@H]1[C@@H]2[C@@H]34
C1[C@@H]2[C@@H]3C[C@@H]4[C@H]1[C@@H]4[C@H]23,C1C[C@H]2[C@H]3C[C@H]4[C@@H]1[C@H]4[C@H]32
C1[C@@H]2[C@@H]3O[C@@H]4[C@H]1[C@@H]4[C@H]23,C1[C@@H]2[C@H]3O[C@@H]2[C@H]2[C@@H]1[C@@H]32
C1[C@@H]2[C@@H]3O[C@@H]4[C@H]1[C@@H]4[C@H]23,C1[C@@H]2[C@H]3O[C@H]4[C@@H]2[C@H]4[C@@H]13
C1[C@@H]2[C@@H]3O[C@@H]4[C@H]1[C@@H]4[C@H]23,C1[C@H]2[C@@H]3O[C@@H]4[C@H]2[C@H]1[C@@H]43
O1[C@@H]2[C@@H]3O[C@@H]4[C@H]1[C@@H]4[C@H]23,O1[C@@H]2[C@H]3O[C@@H]2[C@H]2[C@@H]1[C@@H]32
C1[C@H]2[C@@H]3[C@H]2[C@@H]2O[C@H]1[C@@H]23,C1[C@@H]2[C@@H]3[C@@H]4O[C@H]1[C@H]2[C@@H]43
C1[C@@H]2C[C@H]3[C@@H]2[C@H]2[C@@H]1[N@H+]23,C1CC1[C@H]1[C@H]2[C@H]3C[C@@H]1[N@@H+]23
C1[C@H]2C[C@H]3[C@H]4[C@@H]1[C@@H]2[C@@H]34,C1[C@@H]2C[C@H]3[C@H]4[C@@H]2C[C@@H]1[C@@H]34
C1[C@H]2C[C@H]3[C@H]4[C@@H]1[C@@H]2[C@@H]34,C1[C@@H]2C[C@@H]2[C@@H]2[C@@H]3C[C@H]1[C@@H]32
C1[C@@H]2[C@H]3C[N@@H+]4[C@H]([C@@H]13)[C@H]24,C1[C@@H]2[C@@H]3[C@H]4C[N@@H+]3[C@@H]2[C@@H]14
C1[C@@H]2[C@H]3C[N@@H+]4[C@H]([C@@H]13)[C@H]24,C1[C@@H]2[C@H]1[C@@H]1[C@H]3C[N@@H+]1[C@H]32
C1[C@@H]2[C@H]3C[C@@H]2[C@H]2[C@@H]1[C@@H]32,C1[C@H]2[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@@H]24
C1[C@@H]2[C@H]3C[C@@H]2[C@H]2[C@@H]1[C@@H]32,C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1C[C@H]13
C1[C@@H]2[C@H]3O[C@@H]2[C@@H]2[C@H]3[N@H+]12,C1[C@H]2[C@@H]3[C@H]4O[C@H]4[C@H]2[N@H+]13
O1[C@@H]2[C@H]3O[C@@H]2[C@H]2[C@@H]1[C@@H]32,O1[C@H]2[C@@H]3O[C@H]4[C@@H]3[C@@H]1[C@@H]24
C1[C@H]2[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@@H]24,C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1C[C@H]13
C1[C@H]2[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@@H]24,C1C[C@H]2[C@H]3[C@@H]1[C@@H]2[C@H]1C[C@H]13
C1[C@H]2[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@@H]24,C1C[C@H]2[C@@H]3C[C@@H]4[C@H]2[C@H]1[C@@H]43
C1[C@H]2[C@H]3[C@@H]1[N@H+]1[C@@H]2C[C@@H]31,C1[C@@H]2[C@@H]3[C@H]4C[C@@H]3[N@H+]4[C@H]12
C1[C@@H]2[C@@H]3[C@H]4C[N@@H+]3[C@@H]2[C@@H]14,C1[C@@H]2[C@H]1[C@@H]1[C@H]3C[N@@H+]1[C@H]32
C1[C@H]2[C@@H]3O[C@@H]4[C@H]2[C@H]1[C@@H]43,C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1O[C@H]13
C1[C@H]2[C@@H]3O[C@H]4[C@@H]3[N@@H+]1[C@@H]24,C1[C@H]2[C@@H]3[C@H]4O[C@H]4[C@H]2[N@H+]13
C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1C[C@H]13,C1C[C@H]2[C@H]3[C@@H]1[C@@H]2[C@H]1C[C@H]13
C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1C[C@H]13,C1C[C@H]2[C@@H]3C[C@@H]4[C@H]2[C@H]1[C@@H]43
C1[C@@H]2[C@@H]3[C@H]1[C@H]2[C@H]1O[C@H]13,C1C[C@H]2[C@H]3[C@@H]1[C@@H]2[C@H]1O[C@H]13
[C@H]12[C@@H]3[C@H]1[C@@H]1[C@@H]4[C@H]2[C@H]3[N@H+]14,[C@@H]12[C@H]3[C@H]4[C@@H]1[C@@H]1[C@H]4[N@@H+]1[C@@H]23
[C@H]12[C@@H]3[C@H]1[C@@H]1[C@@H]4[C@H]2[C@H]3[N@H+]14,[C@@H]12[C@H]3[C@H]4[C@H]5[C@@H]1[C@@H]2[N@H+]5[C@@H]34
[C@@H]12[C@H]3[C@H]4[C@@H]1[C@@H]1[C@H]4[N@@H+]1[C@@H]23,[C@@H]12[C@H]3[C@H]4[C@H]5[C@@H]1[C@@H]2[N@H+]5[C@@H]34
C1CC1[C@H]1[C@H]2C[C@@H]1C2,C1C[C@@H]2C[C@@H]3CC[C@H]1[C@H]23
C1CC1[C@H]1[C@H]2C[C@@H]1C2,C1CC([C@H]2[C@H]3C[C@@H]2C3)C1
C1CC1[C@H]1[C@H]2C[C@@H]1C2,C1CC1[C@H]1[C@@H]2CC[C@H]1C2
C1C[NH+]1[C@H]1[C@H]2C[C@@H]1C2,C1C[C@H]2C[C@@H]1[C@@H]2[NH+]1CC1
C1O[C@H]1[C@H]1[C@H]2C[C@@H]1C2,C1C[C@H]2C[C@@H]1[C@@H]2[C@H]1CO1
C1CC1[C@@H]1[C@@H]2CC[C@@H]21,C1CC([C@@H]2[C@@H]3CC[C@@H]32)C1
C1CC1[C@@H]1[C@@H]2CC[C@@H]21,C1C[C@@H]2[C@H](C1)[C@@H]2C1CC1
C1CC1[C@@H]1[C@@H]2CC[C@@H]21,C1C[C@@H]2CC[C@@H]3[C@H](C1)[C@H]23
C1CC1[C@H]1[C@H]2CO[C@H]21,C1CC([C@H]2[C@H]3CO[C@H]32)C1
C1C[C@H]2[C@@H]1[C@H]2[NH+]1CC1,C1C[C@@H]2[C@H](C1)[C@@H]2[NH+]1CC1
C1C[C@H]2[C@@H]1[C@H]2[C@H]1CO1,C1C[C@@H]2[C@H](C1)[C@@H]2[C@H]1CO1
C#CCc1cn[nH]c1,C#CCCc1cn[nH]c1
C#CCc1cnoc1,C#CCCc1cnoc1
C#CCn1ccnn1,C#CCCn1ccnn1
c1cc(C2CC2)[nH]n1,c1cc(C2CCC2)[nH]n1
c1cc(C2CC2)on1,c1cc(C2CCC2)on1
c1nn[nH]c1C1CC1,c1nn[nH]c1C1CCC1
c1nnoc1C1CC1,c1nnoc1C1CCC1
c1n[nH]cc1C1CC1,c1n[nH]cc1C1CCC1
c1[nH]nnc1C1CC1,c1[nH]nnc1C1CCC1
c1nocc1C1CC1,c1nocc1C1CCC1
c1onnc1C1CC1,c1onnc1C1CCC1
c1n[nH]c(C2CC2)n1,c1n[nH]c(C2CCC2)n1
c1noc(C2CC2)n1,c1noc(C2CCC2)n1
c1cc(C2CC2)n[nH]1,c1cc(C2CCC2)n[nH]1
c1nc(C2CC2)n[nH]1,c1nc(C2CCC2)n[nH]1
c1n[nH]nc1C1CC1,c1n[nH]nc1C1CCC1
C1CC1c1nn[nH]n1,C1CC(c2nn[nH]n2)C1
c1cc(C2CC2)no1,c1cc(C2CCC2)no1
c1nc(C2CC2)no1,c1nc(C2CCC2)no1
c1nc(C2CC2)no1,c1nc(C2COC2)no1
c1nonc1C1CC1,c1nonc1C1CCC1
C1CC1c1nnon1,C1CC(c2nnon2)C1
c1cnn(C2CC2)c1,c1cnn(C2CCC2)c1
c1cn(C2CC2)nn1,c1cn(C2CCC2)nn1
c1ncn(C2CC2)n1,c1ncn(C2CCC2)n1
c1nncn1C1CC1,c1nncn1C1CCC1
c1nnnn1C1CC1,c1nnnn1C1CCC1
c1cnn(C2CC2)n1,c1cnn(C2CCC2)n1
c1nnn(C2CC2)n1,c1nnn(C2CCC2)n1
c1nnn(C2CC2)n1,c1nnn(C2COC2)n1
C1CC1n1nnnn1,C1CC(n2nnnn2)C1
c1n[nH]c2c1CCC2,c1n[nH]c2c1CCCC2
c1noc2c1CCC2,c1noc2c1CCCC2
C1Cc2nn[nH]c2C1,C1CCc2[nH]nnc2C1
C1Cc2nnoc2C1,C1CCc2onnc2C1
c1n[nH]c2c1NCC2,c1n[nH]c2c1NCCC2
c1noc2c1NCC2,c1noc2c1NCCC2
C1Cc2[nH]nnc2N1,C1CNc2nn[nH]c2C1
C1Cc2onnc2N1,C1CNc2nnoc2C1
c1n[nH]c2c1CCN2,c1n[nH]c2c1CCCN2
C1Cc2nn[nH]c2N1,C1CNc2[nH]nnc2C1
c1noc2c1CCN2,c1noc2c1CCCN2
NN[C@H]1CCNC1=O,NNC1CCCNC1=O
c1n[nH]c2c1CCO2,c1n[nH]c2c1CCCO2
C1Cc2nn[nH]c2O1,C1COc2[nH]nnc2C1
c1n[nH]c2c1OCC2,c1n[nH]c2c1OCCC2
c1noc2c1OCC2,c1noc2c1OCCC2
C1Cc2[nH]nnc2O1,C1COc2nn[nH]c2C1
C1Cc2onnc2O1,C1COc2nnoc2C1
c1noc2c1CCO2,c1noc2c1CCCO2
c1[nH]nc2c1CCC2,c1[nH]nc2c1CCCC2
c1[nH]nc2c1CCN2,c1[nH]nc2c1CCCN2
c1[nH]nc2c1CCO2,c1[nH]nc2c1CCCO2
c1onc2c1CCC2,c1onc2c1CCCC2
c1onc2c1CCN2,c1onc2c1CCCN2
c1onc2c1CCO2,c1onc2c1CCCO2
c1[nH]nc2c1NCC2,c1[nH]nc2c1NCCC2
c1[nH]nc2c1OCC2,c1[nH]nc2c1OCCC2
C1Cc2n[nH]nc2C1,C1CCc2n[nH]nc2C1
C1Cc2n[nH]nc2N1,C1CNc2n[nH]nc2C1
C1Cc2n[nH]nc2O1,C1COc2n[nH]nc2C1
c1onc2c1NCC2,c1onc2c1NCCC2
c1onc2c1OCC2,c1onc2c1OCCC2
C1Cc2nonc2C1,C1CCc2nonc2C1
C1Cc2nonc2N1,C1CNc2nonc2C1
C1Cc2nonc2O1,C1COc2nonc2C1
c1cc(N2CC2)[nH]n1,c1cc(N2CCC2)[nH]n1
c1cc(N2CC2)on1,c1cc(N2CCC2)on1
c1nn[nH]c1N1CC1,c1nn[nH]c1N1CCC1
c1nnoc1N1CC1,c1nnoc1N1CCC1
c1n[nH]cc1N1CC1,c1n[nH]cc1N1CCC1
c1[nH]nnc1N1CC1,c1[nH]nnc1N1CCC1
c1nocc1N1CC1,c1nocc1N1CCC1
c1onnc1N1CC1,c1onnc1N1CCC1
c1n[nH]c(N2CC2)n1,c1n[nH]c(N2CCC2)n1
c1noc(N2CC2)n1,c1noc(N2CCC2)n1
c1cc(N2CC2)n[nH]1,c1cc(N2CCC2)n[nH]1
c1nc(N2CC2)n[nH]1,c1nc(N2CCC2)n[nH]1
c1n[nH]nc1N1CC1,c1n[nH]nc1N1CCC1
C1CN1c1nn[nH]n1,C1CN(c2nn[nH]n2)C1
c1cc(N2CC2)no1,c1cc(N2CCC2)no1
c1nc(N2CC2)no1,c1nc(N2CCC2)no1
c1nonc1N1CC1,c1nonc1N1CCC1
C1CN1c1nnon1,C1CN(c2nnon2)C1
c1cc2n(n1)CCC2,c1cc2n(n1)CCCC2
c1cc2n(n1)CCN2,c1cc2n(n1)CCCN2
c1cc2n(n1)CCO2,c1cc2n(n1)CCCO2
c1nc2n(n1)CCC2,c1nc2n(n1)CCCC2
